191812_3758_x8791_y24162,SSs,
18454_01106,VPM,
18453_7132_x31679_y7308,VISli,L2/3
18869_3751_x5868_y6832,SSp-m,L5
18867_4513_x27588_y6824,SSp-ul,L5
18455_00022,VPM,
pre_18465_00366,CA3,
18463_00074,CP,
pre_18465_00102,DG,
18465_00028,CP,
18864_3015_x3194_y23588,MOp,L2/3
18464_00194,LP,
17543_5334_x5066_y20381,VISal,L5
18455_00033,CP,
18455_00049,VPM,
18453_2884_x12998_y7285,MOs,L2/3
17545_00092,LGd,
18867_6468_x21532_y7741,SUB,
18869_5482_x15126_y4142,RSPv,L5
18869_4282_x22276_y6457,SSp-n,L5
191807_5062_x6404_y23808,SSs,
18457_00066,VPM,
18454_01035,VPM,
18464_00143,VPM,
17545_00180,RE,
18868_5965_x17541_y6435,RSPv,L5
18457_00018,VPM,
18457_00080,CP,
18457_00162,VPM,
17302_00062,CP,
18869_4787_x8961_y9647,RT,
18867_6007_x18415_y4843,RSPv,L5
18454_00071,VPM,
18452_7249_x11408_y2071,VISp,L2/3
17545_00159,CP,
18462_00035,CP,
18463_00066,VPM,
18047_3132_x24052_y12385,MOs,L5
18458_00277,VPM,
17545_00175,SMT,
18455_4709_x21225_y13716,IAD,
18458_00057,LGd,
18453_3471_x28224_y8289,SSp-ul,L4
18465_00030,CP,
pre_18864_00414,MOs,
18454_00166,VPL,
17302_00006,CP,
18457_00164,VPL,
18453_1674_x14446_y9719,FRP,L2/3
182724_4785_x5002_y11122,SSp-ll,
18453_4231_x30739_y8470,SSp-n,L4
18465_00229,VPM,
18463_00024,CP,
pre_18864_00460,SSp-tr,
18455_00254,VPM,
18869_4419_x16667_y10498,RT,L2/3
18464_00184,VPM,
18453_5766_x31719_y6139,SSs,L2/3
18455_00220,CP,
18458_00125,VPM,
18458_00551,VPM,
236174_6338_x12092_y5845,ECT,L6
18462_00015,VPM,
191812_3762_x9097_y24261,SSs,
18869_00025,RT,
18457_00064,VPM,
18458_00586,VPL,
18457_00110,VM,
18868_7311_x22238_y17329,TRN,
18453_5033_x32118_y8975,SSs,L4
18465_00040,CP,
18868_2924_x10668_y9719,MOp,L5
18458_00269,VPM,
18868_3977_x25824_y7160,SSp-ul,L5
18457_00059,VPM,
18454_01108,VPM,
18463_00071,VPL,
18869_3547_x21769_y7449,SSp-m,L5
18464_00132,VPLpc,
17781_00001,EPd,
18465_00238,VPL,
18457_00146,VPM,
17781_3819_x16144_y41186,SSs,L6
18869_4837_x18229_y3163,SSp-tr,L2/3
17781_3668_x9453_y17266,SSp,L6
17545_00178,RE,
18455_00256,VPM,
18868_3699_x17279_y16010,LSv,
pre_18458_00360,DG,
pre_18864_00180,AUDd,
18868_2225_x15897_y10006,ORBvl,L5
18465_00084,VPM,
191812_4775_x5212_y22490,SSp-un,
15257_2627_x17126_y20600,ACAd,
18454_01085,VPM,
18869_5024_x5544_y5480,SSs,L5
191803_8254_x7045_y21580,PAR,
18454_01104,VPM,
18457_00058,VPM,
191812_6351_x5009_y7424,SSp-bfd,
17545_00066,CP,
18455_5404_x24949_y14106,VPM,
18864_00117,VISl,
18869_7121_x17742_y2862,RSPagl,L5
18457_00209,MD,
18453_1924_x22284_y8069,MOs,L2/3
18465_00009,CP,
236174_3929_x13599_y9165,CLA,
18869_3761_x5335_y8118,SSs,L5
18453_7304_x11719_y3749,VISp,L4
17109_3101_x10824_y7188,CLA,
18465_00148,LGd,
18462_00029,VPLpc,
18864_4267_x2794_y21031,MOs,L2/3
18864_3473_x2641_y21082,MOp,L2/3
18455_00261,VPM,
18463_00018,LGd,
18453_3945_x11262_y6434,SSp-ul,L2/3
18454_01034,VPM,
191812_3438_x6058_y10197,MOp,
18463_00072,MG,
18458_00547,VPM,
18454_01042,VPM,
18453_4345_x12044_y5189,SSp-ul,L2/3
18455_00125,VPL,
18869_4571_x10055_y8359,RT,
18458_00460,VPM,
18869_3263_x6927_y6229,SSp-m,L5
18867_3926_x8710_y12751,SSs,L5
236174_4129_x16214_y10304,FS,
18454_01005,VPM,
18869_4347_x8166_y4281,SSp-ul,L5
18461_4410_x23856_y6531,SSs,L2/3
18869_5286_x15761_y3297,RSPv,L5
17109_4772_x9038_y27257,SSs,L6
18454_00133,VPM,
18453_6675_x8876_y4461,VISal,L2/3
18458_00461,VPM,
18457_00120,VPL,
18868_5141_x8535_y6876,SSp-bfd,L5
18463_00015,LGd,
18868_4221_x5685_y12199,SSs,L5
18462_00057,VPM,
18463_00019,CP,
17545_00132,CP,
18867_4789_x23709_y15765,RT,
18869_5418_x23277_y4971,SSp-bfd,L4
182724_5651_x9832_y25682,VISC,
18453_7024_x9012_y4138,VISp,L2/3
17109_2401_x8977_y24184,MOp,L6
pre_18458_00373,DG,
18869_5431_x21494_y4633,SSp-bfd,L5
182724_5937_x3804_y11955,VISa,
18864_5637_x5637_y31619,VISp,L2/3
18864_00026,AId,
18462_00027,VPL,
18457_00190,VPM,
18457_00046,VPM,
18458_00375,AM,
18454_01033,VPL,
18867_5640_x21236_y5683,RSPv,L5
18464_00163,CP,
18455_00050,MG,
236174_4029_x13079_y8858,CLA,
17545_00024,CP,
18454_00057,RE,
18867_6091_x30186_y6043,SSp-bfd,L5
18868_4693_x13797_y16937,RT,
18869_4426_x7611_y4421,SSp-un,L5
18457_00015,CP,
182725_4390_x5078_y18459,SSp-ll,L5
191812_4003_x5886_y22658,SSp-m,
pre_18465_00371,DG,
18457_00009,LD,
18452_4002_x10332_y17479,EPd,
pre_18469_00001,SSp-ll,
18464_00139,VM,
191812_3727_x4996_y18685,MOs,
17302_00095,CP,
182724_2494_x6419_y20983,MOs,
18465_00092,VPM,
18454_01117,VPM,
18454_00056,RE,
18454_00168,VPL,
17302_00033,CP,
18458_00564,VPM,
236174_5840_x15240_y29741,TEa,L6
17302_00038,MG,
18462_00032,VPMpc,
18457_00163,VPM,
18868_3658_x9598_y8113,MOp,L5
18457_00119,VPM,
pre_18864_00012,SSp-ul,
17545_00089,LP,
17787_00048,CP,
18869_3741_x6284_y6163,SSp-m,L5
15257_4485_x16442_y16836,MOp,
18453_3678_x8938_y8684,SSp-m,L4
18462_00021,VPM,
18864_4157_x3358_y13741,MOp,L2/3
18465_00282,CP,
17787_00007,CP,
191812_5158_x9017_y25877,SSs,
18868_3871_x26350_y7564,SSp-ul,L5
18454_01069,VPM,
18465_00286,VPM,
18465_00258,SMT,
18465_00142,VPM,
